,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
488,488,현대 더 뉴 싼타페 2.2 디젤 2WD  프레스티지 5인승,차량번호 309더2376,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205315&gubun=K,2021.01,"14,564 km",디젤,"2,151 cc (202마력)",진회색,"60개월 / 100,000km","2,550만원",72,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
489,489,현대 싼타페TM 2.0 디젤 2WD  익스클루시브,차량번호 17너9112,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204946&gubun=K,2018.03?(19년형),"99,769 km",디젤,"1,995 cc (186마력)",흰색,만료,"1,690만원",52,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
490,490,현대 싼타페TM 2.2 디젤 2WD 프레스티지,차량번호 257나6050,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203410&gubun=K,2019.01,"124,747 km",디젤,"2,199 cc (202마력)",청색,"60개월 / 100,000km","1,680만원",47,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
491,491,현대 싼타페 더 프라임  2.0 디젤 2WD 스마트,차량번호 54다1625,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204205&gubun=K,2015.07?(16년형),"115,405 km",디젤,"1,995 cc (186마력)",갈색,만료,"1,100만원",39,,,,,,,,,,,등록,,,,,,,,,
492,492,현대 싼타페DM 2.2 디젤 2WD 프리미엄,차량번호 37수3469,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204910&gubun=K,2013.07?(14년형),"43,420 km",디젤,"2,199 cc ()",검정색,만료,"1,430만원",45,유,유,무,유,무,유,무,유,무,무,등록,,,,,,,,,
493,493,현대 싼타페DM  2.0 디젤 2WD 익스클루시브???,차량번호 352무9411,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203741&gubun=K,2014.10?(15년형),"196,705 km",디젤,"1,995 cc (184마력)",검정색,불가,"1,090만원",34,유,유,무,유,유,유,무,유,무,무,미등록,,,,,,,,,
494,494,현대 싼타페DM 2.0 디젤 2WD  프리미엄,차량번호 23누3766,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203843&gubun=K,2013.04,"131,000 km",디젤,"1,995 cc (184마력)",은색,만료,870만원,28,유,유,무,유,유,유,무,유,무,무,등록,,,,,,,,,
495,495,현대 더 뉴 싼타페 하이브리드 1.6 터보 HEV 2WD 캘리그래피 5인승,차량번호 117노4308,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205206&gubun=K,2021.07?(22년형),"17,622 km",가솔린 하이브리드,"1,598 cc (230마력)",흰색,"60개월 / 100,000km","4,330만원",102,유,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
496,496,현대 싼타페DM 2.0 디젤 2WD  프리미엄,차량번호 22수1906,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205177&gubun=K,2012.11?(13년형),"145,239 km",디젤,"1,995 cc (184마력)",검정색,만료,920만원,30,유,유,무,유,유,유,무,유,무,무,등록,,,,,,,,,
497,497,현대 싼타페 더스타일 2.0 디젤 2WD  MLX 럭셔리,차량번호 69마7858,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205173&gubun=K,2011.07?(12년형),"171,560 km",디젤,"1,995 cc ()",흰색,정보없음,530만원,준비중,,,,,,,,,,,등록,,,,,,,,,
498,498,현대 싼타페 더스타일 2.0 디젤 2WD  MLX 럭셔리,차량번호 30버1990,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205171&gubun=K,2009.10?(10년형),"96,121 km",디젤,"1,995 cc ()",흰색,정보없음,530만원,준비중,,,,,,,,,,,등록,,,,,,,,,
499,499,현대 싼타페DM 2.0 디젤 2WD 익스클루시브,차량번호 26두7735,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201662&gubun=K,2013.02,"98,100 km",디젤,"1,995 cc (184마력)",흰색,불가,"1,200만원",35,유,유,유,유,유,유,무,유,무,무,등록,,,,,,,,,
501,501,현대 싼타페TM  2.2 디젤 4WD 인스퍼레이션???,차량번호 61수2128,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204872&gubun=K,2018.06?(19년형),"48,763 km",디젤,"2,199 cc (202마력)",흰색,불가,"3,280만원",76,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
502,502,현대 싼타페 더 프라임  2.2 디젤 4WD 익스클루시브 스페셜???,차량번호 112러3658,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204869&gubun=K,2015.09?(16년형),"109,892 km",디젤,"2,199 cc (202마력)",흰색,불가,"1,880만원",51,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
503,503,현대 더 뉴 싼타페  2.2 디젤 2WD 캘리그래피 5인승???,차량번호 250너4377,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203320&gubun=K,2021.01,"15,729 km",디젤,"2,151 cc (202마력)",흰색,"60개월 / 100,000km","3,870만원",97,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
504,504,현대 싼타페TM  2.2 디젤 2WD 인스퍼레이션???,차량번호 02저4104,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202681&gubun=K,2019.04,"59,412 km",디젤,"2,199 cc (202마력)",흰색,"60개월 / 100,000km","3,190만원",81,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
505,505,현대 싼타페 더 프라임  2.0 디젤 2WD 익스클루시브???,차량번호 10보0760,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203656&gubun=K,2016.03,"165,882 km",디젤,"1,995 cc (186마력)",은색,불가,"1,680만원",52,무,무,유,무,무,무,무,무,유,무,미등록,,,,,,,,,
506,506,현대 싼타페DM 2.0 디젤 2WD 프리미엄,차량번호 30주5336,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204749&gubun=K,2013.01,"140,000 km",디젤,"1,995 cc (184마력)",검정색,만료,950만원,31,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
507,507,현대 싼타페TM 2.0 디젤 2WD 익스클루시브 스페셜,차량번호 57수2299,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201435&gubun=K,2018.11?(19년형),"86,489 km",디젤,"1,995 cc (186마력)",검정색,"60개월 / 100,000km","1,860만원",55,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
508,508,현대 더 뉴 싼타페 2.2 디젤 2WD  프레스티지 5인승,차량번호 309더2376,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205315&gubun=K,2021.01,"14,564 km",디젤,"2,151 cc (202마력)",진회색,"60개월 / 100,000km","2,550만원",72,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
509,509,현대 싼타페TM 2.0 디젤 2WD  익스클루시브,차량번호 17너9112,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204946&gubun=K,2018.03?(19년형),"99,769 km",디젤,"1,995 cc (186마력)",흰색,만료,"1,690만원",52,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
510,510,현대 싼타페TM 2.2 디젤 2WD 프레스티지,차량번호 257나6050,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203410&gubun=K,2019.01,"124,747 km",디젤,"2,199 cc (202마력)",청색,"60개월 / 100,000km","1,680만원",47,무,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
511,511,현대 싼타페 더 프라임  2.0 디젤 2WD 스마트,차량번호 54다1625,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204205&gubun=K,2015.07?(16년형),"115,405 km",디젤,"1,995 cc (186마력)",갈색,만료,"1,100만원",39,,,,,,,,,,,등록,,,,,,,,,
512,512,현대 싼타페DM 2.2 디젤 2WD 프리미엄,차량번호 37수3469,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204910&gubun=K,2013.07?(14년형),"43,420 km",디젤,"2,199 cc ()",검정색,만료,"1,430만원",45,유,유,무,유,무,유,무,유,무,무,등록,,,,,,,,,
513,513,현대 싼타페DM  2.0 디젤 2WD 익스클루시브???,차량번호 352무9411,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203741&gubun=K,2014.10?(15년형),"196,705 km",디젤,"1,995 cc (184마력)",검정색,불가,"1,090만원",34,유,유,무,유,유,유,무,유,무,무,미등록,,,,,,,,,
514,514,현대 싼타페DM 2.0 디젤 2WD  프리미엄,차량번호 23누3766,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203843&gubun=K,2013.04,"131,000 km",디젤,"1,995 cc (184마력)",은색,만료,870만원,28,유,유,무,유,유,유,무,유,무,무,등록,,,,,,,,,
515,515,현대 더 뉴 싼타페 하이브리드 1.6 터보 HEV 2WD 캘리그래피 5인승,차량번호 117노4308,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205206&gubun=K,2021.07?(22년형),"17,622 km",가솔린 하이브리드,"1,598 cc (230마력)",흰색,"60개월 / 100,000km","4,330만원",102,유,무,유,유,유,유,유,유,무,유,등록,,,,,,,,,
516,516,현대 싼타페DM 2.0 디젤 2WD  프리미엄,차량번호 22수1906,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205177&gubun=K,2012.11?(13년형),"145,239 km",디젤,"1,995 cc (184마력)",검정색,만료,920만원,30,유,유,무,유,유,유,무,유,무,무,등록,,,,,,,,,
517,517,현대 싼타페 더스타일 2.0 디젤 2WD  MLX 럭셔리,차량번호 69마7858,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205173&gubun=K,2011.07?(12년형),"171,560 km",디젤,"1,995 cc ()",흰색,정보없음,530만원,준비중,,,,,,,,,,,등록,,,,,,,,,
518,518,현대 싼타페 더스타일 2.0 디젤 2WD  MLX 럭셔리,차량번호 30버1990,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205171&gubun=K,2009.10?(10년형),"96,121 km",디젤,"1,995 cc ()",흰색,정보없음,530만원,준비중,,,,,,,,,,,등록,,,,,,,,,
519,519,현대 싼타페DM 2.0 디젤 2WD 익스클루시브,차량번호 26두7735,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201662&gubun=K,2013.02,"98,100 km",디젤,"1,995 cc (184마력)",흰색,불가,"1,200만원",35,유,유,유,유,유,유,무,유,무,무,등록,,,,,,,,,
521,521,현대 싼타페TM  2.2 디젤 4WD 인스퍼레이션???,차량번호 61수2128,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204872&gubun=K,2018.06?(19년형),"48,763 km",디젤,"2,199 cc (202마력)",흰색,불가,"3,280만원",76,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
522,522,현대 싼타페 더 프라임  2.2 디젤 4WD 익스클루시브 스페셜???,차량번호 112러3658,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204869&gubun=K,2015.09?(16년형),"109,892 km",디젤,"2,199 cc (202마력)",흰색,불가,"1,880만원",51,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
523,523,현대 더 뉴 싼타페  2.2 디젤 2WD 캘리그래피 5인승???,차량번호 250너4377,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203320&gubun=K,2021.01,"15,729 km",디젤,"2,151 cc (202마력)",흰색,"60개월 / 100,000km","3,870만원",97,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
524,524,제네시스 더 올 뉴 G80  2.5 터보 AWD -???,차량번호 234러8421,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205176&gubun=K,2020.10?(21년형),"53,000 km",가솔린,"2,497 cc (304마력)",진청색,"60개월 / 100,000km","4,850만원",87,무,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
525,525,제네시스 G80  3.3 터보 AWD 스포츠???,차량번호 182고5702,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205360&gubun=K,2016.10?(17년형),"78,761 km",가솔린,"3,342 cc (370마력)",파란색,불가,"3,890만원",58,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
526,526,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 240무1348,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199128&gubun=K,2021.03,"19,577 km",가솔린,"2,497 cc (304마력)",진회색,"60개월 / 100,000km","5,600만원",101,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
527,527,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 149저6191,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205012&gubun=K,2020.09?(21년형),"14,000 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km","5,330만원",96,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
528,528,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 222우5315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204081&gubun=K,2021.03,"7,904 km",가솔린,"2,497 cc (304마력)",진회색,"60개월 / 100,000km","5,380만원",97,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
529,529,제네시스 G80  3.8 AWD 프레스티지???,차량번호 65나1866,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204989&gubun=K,2019.04,"110,931 km",가솔린,"3,778 cc (315마력)",검정색,"60개월 / 100,000km","3,080만원",49,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
530,530,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 398보2737,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2183921&gubun=K,2021.03,"6,965 km",가솔린,"2,497 cc (304마력)",흰색,"60개월 / 100,000km","4,390만원",79,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
531,531,제네시스 G80 3.3 AWD 프리미엄 럭셔리,차량번호 38주7238,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204404&gubun=K,2019.07,"90,381 km",가솔린,"3,342 cc (282마력)",검정색,"60개월 / 100,000km","2,360만원",42,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
532,532,제네시스 G80 3.3 터보 AWD  스포츠,차량번호 272주4141,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205361&gubun=K,2019.07,"78,277 km",가솔린,"3,342 cc (370마력)",흰색,"60개월 / 100,000km","4,250만원",59,,,,,,,,,,,등록,,,,,,,,,
533,533,제네시스 더 올 뉴 G80 2.5 터보,차량번호 107도8028,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204468&gubun=K,2020.10?(21년형),"34,000 km",가솔린,"2,497 cc (304마력)",진회색,불가,"4,930만원",93,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
540,540,제네시스 G80  3.8 AWD 파이니스트???,차량번호 32우8005,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204112&gubun=K,2018.05,"134,315 km",가솔린,"3,778 cc (315마력)",검정색,만료,"2,999만원",41,무,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
541,541,제네시스 G80 3.3 프리미엄 럭셔리,차량번호 10노3949,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202649&gubun=K,2018.11?(19년형),"68,900 km",가솔린,"3,342 cc (282마력)",청색,"60개월 / 100,000km","2,799만원",50,유,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
542,542,제네시스 G80 3.3 AWD  프리미엄 럭셔리,차량번호 269모6339,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204894&gubun=K,2019.03,"61,762 km",가솔린,"3,342 cc (282마력)",갈색,"60개월 / 100,000km","2,799만원",50,,,,,,,,,,,등록,,,,,,,,,
543,543,제네시스 G80 3.3  럭셔리,차량번호 46주2058,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205165&gubun=K,2017.02,"70,935 km",가솔린,"3,342 cc (282마력)",검정색,만료,"2,320만원",48,,,,,,,,,,,등록,,,,,,,,,
544,544,제네시스 더 올 뉴 G80  2.5 터보 AWD -???,차량번호 234러8421,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205176&gubun=K,2020.10?(21년형),"53,000 km",가솔린,"2,497 cc (304마력)",진청색,"60개월 / 100,000km","4,850만원",87,무,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
545,545,제네시스 G80  3.3 터보 AWD 스포츠???,차량번호 182고5702,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205360&gubun=K,2016.10?(17년형),"78,761 km",가솔린,"3,342 cc (370마력)",파란색,불가,"3,890만원",58,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
546,546,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 240무1348,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199128&gubun=K,2021.03,"19,577 km",가솔린,"2,497 cc (304마력)",진회색,"60개월 / 100,000km","5,600만원",101,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
547,547,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 149저6191,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205012&gubun=K,2020.09?(21년형),"14,000 km",가솔린,"2,497 cc (304마력)",검정색,"60개월 / 100,000km","5,330만원",96,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
548,548,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 222우5315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204081&gubun=K,2021.03,"7,904 km",가솔린,"2,497 cc (304마력)",진회색,"60개월 / 100,000km","5,380만원",97,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
549,549,제네시스 G80  3.8 AWD 프레스티지???,차량번호 65나1866,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204989&gubun=K,2019.04,"110,931 km",가솔린,"3,778 cc (315마력)",검정색,"60개월 / 100,000km","3,080만원",49,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
550,550,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 398보2737,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2183921&gubun=K,2021.03,"6,965 km",가솔린,"2,497 cc (304마력)",흰색,"60개월 / 100,000km","4,390만원",79,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
551,551,제네시스 G80 3.3 AWD 프리미엄 럭셔리,차량번호 38주7238,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204404&gubun=K,2019.07,"90,381 km",가솔린,"3,342 cc (282마력)",검정색,"60개월 / 100,000km","2,360만원",42,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
552,552,제네시스 G80 3.3 터보 AWD  스포츠,차량번호 272주4141,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205361&gubun=K,2019.07,"78,277 km",가솔린,"3,342 cc (370마력)",흰색,"60개월 / 100,000km","4,250만원",59,,,,,,,,,,,등록,,,,,,,,,
553,553,제네시스 더 올 뉴 G80 2.5 터보,차량번호 107도8028,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204468&gubun=K,2020.10?(21년형),"34,000 km",가솔린,"2,497 cc (304마력)",진회색,불가,"4,930만원",93,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
560,560,제네시스 G80  3.8 AWD 파이니스트???,차량번호 32우8005,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204112&gubun=K,2018.05,"134,315 km",가솔린,"3,778 cc (315마력)",검정색,만료,"2,999만원",41,무,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
561,561,제네시스 G80 3.3 프리미엄 럭셔리,차량번호 10노3949,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202649&gubun=K,2018.11?(19년형),"68,900 km",가솔린,"3,342 cc (282마력)",청색,"60개월 / 100,000km","2,799만원",50,유,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
562,562,제네시스 G80 3.3 AWD  프리미엄 럭셔리,차량번호 269모6339,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204894&gubun=K,2019.03,"61,762 km",가솔린,"3,342 cc (282마력)",갈색,"60개월 / 100,000km","2,799만원",50,,,,,,,,,,,등록,,,,,,,,,
563,563,제네시스 G80 3.3  럭셔리,차량번호 46주2058,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205165&gubun=K,2017.02,"70,935 km",가솔린,"3,342 cc (282마력)",검정색,만료,"2,320만원",48,,,,,,,,,,,등록,,,,,,,,,
564,564,제네시스 더 올 뉴 G80  2.5 터보 AWD -???,차량번호 234러8421,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205176&gubun=K,2020.10?(21년형),"53,000 km",가솔린,"2,497 cc (304마력)",진청색,"60개월 / 100,000km","4,850만원",87,무,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
565,565,제네시스 G80  3.3 터보 AWD 스포츠???,차량번호 182고5702,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205360&gubun=K,2016.10?(17년형),"78,761 km",가솔린,"3,342 cc (370마력)",파란색,불가,"3,890만원",58,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
566,566,제네시스 더 올 뉴 G80 2.5 터보 AWD,차량번호 240무1348,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199128&gubun=K,2021.03,"19,577 km",가솔린,"2,497 cc (304마력)",진회색,"60개월 / 100,000km","5,600만원",101,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
